chrom,TSS,gene_id,Gene name,Gene description,UTR5LEN_log10zscore,CDSLEN_log10zscore,INTRONLEN_log10zscore,UTR3LEN_log10zscore,UTR5GC,CDSGC,UTR3GC,ORFEXONDENSITY
17,41350827,ENSG00000006059,KRT33A,keratin 33A [Source:HGNC Symbol;Acc:HGNC:6450],-0.6721141000538621,-0.1285037147261195,-0.5655259328445362,-1.5184689343144593,0.556,0.608,0.556,5.81
17,45317016,ENSG00000006062,MAP3K14,mitogen-activated protein kinase kinase kinase 14 [Source:HGNC Symbol;Acc:HGNC:6853],0.3494799855122949,1.0274297468188405,0.2288347818154549,0.5206428008512304,0.723,0.596,0.586,5.31
11,17476844,ENSG00000006071,ABCC8,ATP binding cassette subfamily C member 8 [Source:HGNC Symbol;Acc:HGNC:59],-0.403418052816811,1.7193261331563614,0.7370995625883869,-0.8229718648139466,0.841,0.5770000000000001,0.457,8.29
16,24256371,ENSG00000006116,CACNG3,calcium voltage-gated channel auxiliary subunit gamma 3 [Source:HGNC Symbol;Acc:HGNC:1407],1.3713368019416416,-0.4638481604243583,0.8516497693101389,0.2817652322709476,0.616,0.52,0.475,4.25
11,60924473,ENSG00000006118,TMEM132A,transmembrane protein 132A [Source:HGNC Symbol;Acc:HGNC:31092],0.0934864334599463,1.1357581509037007,-0.1565595718503414,-0.3803108116373639,0.81,0.672,0.599,3.59
17,35587321,ENSG00000006125,AP2B1,adaptor related protein complex 2 beta 1 subunit [Source:HGNC Symbol;Acc:HGNC:563],0.1626509686738271,1.0303059897701563,0.9537931842070688,-0.1640099383017761,0.5579999999999999,0.4639999999999999,0.4370000000000001,7.42
7,97732085,ENSG00000006128,TAC1,tachykinin precursor 1 [Source:HGNC Symbol;Acc:HGNC:11517],0.5033326238242037,-1.6898325046080465,-0.2512542906555836,0.0148744781421294,0.586,0.449,0.295,15.75
16,3283490,ENSG00000006194,ZNF263,zinc finger protein 263 [Source:HGNC Symbol;Acc:HGNC:13056],1.17552434764378,0.5874398889540055,-0.4365710325270018,0.2620710673372864,0.654,0.556,0.491,2.94
16,57372490,ENSG00000006210,CX3CL1,C-X3-C motif chemokine ligand 1 [Source:HGNC Symbol;Acc:HGNC:10647],-0.2234820384487739,-0.1273788009418194,-0.1545342690804036,0.6649296708993574,0.7390000000000001,0.633,0.5720000000000001,2.49
17,50547173,ENSG00000006282,SPATA20,spermatogenesis associated 20 [Source:HGNC Symbol;Acc:HGNC:26125],-0.0577532100041349,0.7996146666245337,-0.3303335599949062,-0.5228750795424993,0.75,0.611,0.6,7.12
17,50560714,ENSG00000006283,CACNA1G,calcium voltage-gated channel subunit alpha1 G [Source:HGNC Symbol;Acc:HGNC:1394],0.6774981868386205,2.256178945111097,0.6103677813492298,0.1444329424076814,0.0,0.613,0.486,5.15
16,3020367,ENSG00000006327,TNFRSF12A,TNF receptor superfamily member 12A [Source:HGNC Symbol;Acc:HGNC:18152],-1.0993404806874092,-0.9143609717472768,-1.1314171053208373,-0.1120969358948446,0.7829999999999999,0.649,0.557,4.44
7,97005868,ENSG00000006377,DLX6,distal-less homeobox 6 [Source:HGNC Symbol;Acc:HGNC:2919],0.7348383503239394,-0.5609099732367606,-0.5968431304138482,0.3099313867911143,0.502,0.605,0.401,3.42
14,70809512,ENSG00000006432,MAP3K9,mitogen-activated protein kinase kinase kinase 9 [Source:HGNC Symbol;Acc:HGNC:6861],0.6298565692005885,1.2544602423995106,0.7175765507311443,0.1548983220257576,0.7879999999999999,0.597,0.557,3.89
7,39623571,ENSG00000006451,RALA,RAS like proto-oncogene A [Source:HGNC Symbol;Acc:HGNC:9839],0.6565941817791018,-1.0427968630489557,0.7510102512574064,0.6312821883993627,0.682,0.42,0.365,6.51
7,98401089,ENSG00000006453,BAIAP2L1,BAI1 associated protein 2 like 1 [Source:HGNC Symbol;Acc:HGNC:21649],0.3077945261524141,0.1855309279719227,0.8581631873567114,0.6288672349184212,0.759,0.491,0.507,9.22
7,140176982,ENSG00000006459,KDM7A,lysine demethylase 7A [Source:HGNC Symbol;Acc:HGNC:22224],-0.1840396773285837,1.0163472906502464,0.7574220648000296,1.24348587843057,0.6940000000000001,0.442,0.355,7.14
7,13989665,ENSG00000006468,ETV1,ETS variant 1 [Source:HGNC Symbol;Acc:HGNC:3490],-0.1292262312911589,0.1327362832074365,0.7974744564315569,0.7942372958994921,0.3929999999999999,0.488,0.325,8.21
7,141551409,ENSG00000006530,AGK,acylglycerol kinase [Source:HGNC Symbol;Acc:HGNC:21869],0.4204902614727575,-0.077699781551537,0.8356130187957549,0.7373191032611647,0.6809999999999999,0.481,0.395,11.99
1,54801309,ENSG00000006555,TTC22,tetratricopeptide repeat domain 22 [Source:HGNC Symbol;Acc:HGNC:26067],-0.1469629556891256,0.3381965785776898,0.1269120269990998,0.5282571895882319,0.7120000000000001,0.6759999999999999,0.525,4.12
7,77798877,ENSG00000006576,PHTF2,putative homeodomain transcription factor 2 [Source:HGNC Symbol;Acc:HGNC:13411],0.3020179492253215,0.7691899643843555,1.0129168314149772,0.7994368919397802,0.66,0.408,0.311,8.13
7,75772210,ENSG00000006606,CCL26,C-C motif chemokine ligand 26 [Source:HGNC Symbol;Acc:HGNC:10625],0.415679828321187,-2.1122762518404605,0.1586778519498415,-0.6097196880261128,0.531,0.505,0.531,10.75
2,241356284,ENSG00000006607,FARP2,"FERM, ARH/RhoGEF and pleckstrin domain protein 2 [Source:HGNC Symbol;Acc:HGNC:16460]",0.1553371274923761,1.168585771388875,0.9581278817702038,0.1458409777277252,0.741,0.5379999999999999,0.581,8.29
11,17544378,ENSG00000006611,USH1C,USH1 protein network component harmonin [Source:HGNC Symbol;Acc:HGNC:12597],-0.117678219444122,0.2853278437858169,0.5322299311644796,-0.0671897351422568,0.7340000000000001,0.561,0.514,12.84
7,30504828,ENSG00000006625,GGCT,gamma-glutamylcyclotransferase [Source:HGNC Symbol;Acc:HGNC:21705],0.0156002267373728,-1.1676244530957811,-0.2673114838312955,-0.0650463139359813,0.674,0.439,0.352,7.14
7,87876492,ENSG00000006634,DBF4,DBF4 zinc finger [Source:HGNC Symbol;Acc:HGNC:17364],0.8332216604714011,0.5653558781543159,0.3260824366416558,0.4752920334889821,0.7,0.362,0.348,5.97
19,3606860,ENSG00000006638,TBXA2R,thromboxane A2 receptor [Source:HGNC Symbol;Acc:HGNC:11608],0.2991092982218342,-0.1139521161018461,-0.1064253052552187,-1.1428153504722285,0.72,0.672,0.446,2.46
7,112450459,ENSG00000006652,IFRD1,interferon related developmental regulator 1 [Source:HGNC Symbol;Acc:HGNC:5456],0.7886322677824991,0.0165110960158329,0.551211388834829,-2.1729545271957225,0.625,0.4379999999999999,0.299,8.95
19,39704482,ENSG00000006659,LGALS14,galectin 14 [Source:HGNC Symbol;Acc:HGNC:30054],0.4347010300086788,-1.3212913047528174,-0.4964255948032815,-4.315968592048518,0.489,0.46,0.473,8.0
17,14069522,ENSG00000006695,COX10,"COX10, heme A:farnesyltransferase cytochrome c oxidase assembly factor [Source:HGNC Symbol;Acc:HGNC:2260]",-0.3347341509782559,-0.0028401812587196,0.9633706121489864,0.5057467532132737,0.662,0.54,0.477,5.3
7,74453905,ENSG00000006704,GTF2IRD1,GTF2I repeat domain containing 1 [Source:HGNC Symbol;Acc:HGNC:4661],0.2961869011795708,1.063419042960206,0.9901374495647636,-0.576109815318188,0.77,0.597,0.298,8.96
19,39391091,ENSG00000006712,PAF1,"PAF1 homolog, Paf1/RNA polymerase II complex component [Source:HGNC Symbol;Acc:HGNC:25459]",0.5726412762344174,0.23806590558547,-0.5839056367373977,-0.6808847993341661,0.6829999999999999,0.547,0.4529999999999999,8.87
7,38909190,ENSG00000006715,VPS41,"VPS41, HOPS complex subunit [Source:HGNC Symbol;Acc:HGNC:12713]",-0.5457334523060625,0.8789889157736862,1.079933913309025,0.911922400409299,0.564,0.419,0.3979999999999999,11.45
17,12789497,ENSG00000006740,ARHGAP44,Rho GTPase activating protein 44 [Source:HGNC Symbol;Acc:HGNC:29096],0.5116582704665006,0.8243644817550637,1.118431363669511,0.5081463014593086,0.8,0.565,0.477,8.63
17,13018026,ENSG00000006744,ELAC2,elaC ribonuclease Z 2 [Source:HGNC Symbol;Acc:HGNC:14198],0.3732058392433028,0.8360195361326557,0.217835943422335,-0.1144511367895877,0.613,0.563,0.52,9.78
7,12570720,ENSG00000006747,SCIN,scinderin [Source:HGNC Symbol;Acc:HGNC:21695],-0.1652234772903044,0.6433573314928388,0.7408725421328884,1.324915901566337,0.564,0.471,0.373,7.52
X,2929338,ENSG00000006756,ARSD,arylsulfatase D [Source:HGNC Symbol;Acc:HGNC:717],-0.3429138742558188,0.3921513029349036,0.170512517992759,0.9146720339181512,0.763,0.581,0.48,5.65
X,7927412,ENSG00000006757,PNPLA4,patatin like phospholipase domain containing 4 [Source:HGNC Symbol;Acc:HGNC:24887],0.1590048610396528,-0.7660783099903239,0.2720514315726289,0.7624760805999073,0.6609999999999999,0.491,0.3879999999999999,7.97
17,10373004,ENSG00000006788,MYH13,myosin heavy chain 13 [Source:HGNC Symbol;Acc:HGNC:7571],0.1328617985391995,1.9966459222804112,0.6634651662041297,-0.9242862476400648,0.506,0.526,0.488,6.75
12,1691069,ENSG00000006831,ADIPOR2,adiponectin receptor 2 [Source:HGNC Symbol;Acc:HGNC:24041],0.398542363999799,-0.1906779011835316,0.8073798439720801,0.7957835311959363,0.657,0.477,0.4539999999999999,6.08
5,134371042,ENSG00000006837,CDKL3,cyclin dependent kinase like 3 [Source:HGNC Symbol;Acc:HGNC:15483],-0.0682255697408895,0.3883128650148227,0.6653435648521504,-0.422038498768653,0.605,0.374,0.332,6.8
2,157876583,ENSG00000007001,UPP2,uridine phosphorylase 2 [Source:HGNC Symbol;Acc:HGNC:23061],-0.6721141000538621,-0.2362041680420967,1.2271114743205978,0.4318499707156393,0.7390000000000001,0.461,0.374,8.09
16,2817236,ENSG00000007038,PRSS21,"protease, serine 21 [Source:HGNC Symbol;Acc:HGNC:9485]",-0.7156798617037503,-0.4710727459121381,-0.5707472475162192,-0.7812845684032126,0.762,0.593,0.518,6.41
19,45251280,ENSG00000007047,MARK4,microtubule affinity regulating kinase 4 [Source:HGNC Symbol;Acc:HGNC:13538],0.5726412762344174,0.7116752214784698,0.5371400873655705,0.3053452530808202,0.816,0.628,0.5660000000000001,7.59
4,16084022,ENSG00000007062,PROM1,prominin 1 [Source:HGNC Symbol;Acc:HGNC:9454],0.3935574271841201,0.8981272739440747,0.8798997000491042,0.3877838483889759,0.542,0.429,0.382,10.12
19,17933016,ENSG00000007080,CCDC124,coiled-coil domain containing 124 [Source:HGNC Symbol;Acc:HGNC:25171],-0.1350821279236113,-0.9346000577076686,-0.2231596407302736,-0.3344191145085509,0.579,0.644,0.6779999999999999,6.02
19,41549517,ENSG00000007129,CEACAM21,carcinoembryonic antigen related cell adhesion molecule 21 [Source:HGNC Symbol;Acc:HGNC:28834],-1.0206269900837162,-0.5655619191903372,-0.1519383494498676,-0.8477179368444903,0.654,0.54,0.49,6.87
17,2593653,ENSG00000007168,PAFAH1B1,platelet activating factor acetylhydrolase 1b regulatory subunit 1 [Source:HGNC Symbol;Acc:HGNC:8574],0.763008926660123,-0.111727202173914,0.7738434692523202,0.9871807507654284,0.588,0.44,0.386,8.2
17,27800526,ENSG00000007171,NOS2,nitric oxide synthase 2 [Source:HGNC Symbol;Acc:HGNC:7873],0.3548316248267808,1.2912993383828095,0.4494678826829425,-0.0555124248913809,0.526,0.575,0.487,7.57
17,11598470,ENSG00000007174,DNAH9,dynein axonemal heavy chain 9 [Source:HGNC Symbol;Acc:HGNC:2953],-0.4125658241220132,3.1370512823420107,1.3644319848986697,-0.4465563246536944,0.706,0.519,0.48,5.15
17,28645155,ENSG00000007202,KIAA0100,KIAA0100 [Source:HGNC Symbol;Acc:HGNC:28960],-0.3512032485606604,2.191232120061732,0.2296017518147837,0.0766061323067868,0.813,0.516,0.495,5.85
17,28473643,ENSG00000007216,SLC13A2,solute carrier family 13 member 2 [Source:HGNC Symbol;Acc:HGNC:10917],0.7202567253206983,0.4968605497709656,0.1985121126284506,-0.0259670080892471,0.55,0.598,0.54,6.28
17,10026284,ENSG00000007237,GAS7,growth arrest specific 7 [Source:HGNC Symbol;Acc:HGNC:4169],0.1251847531558449,0.0883937056349527,1.262320192109716,0.9262674914843771,0.807,0.581,0.504,9.9
19,45178236,ENSG00000007255,TRAPPC6A,trafficking protein particle complex 6A [Source:HGNC Symbol;Acc:HGNC:23069],-1.222809351151068,-1.2864876819323112,0.0323609745153266,-0.356841500999732,0.789,0.632,0.625,11.7
19,3786308,ENSG00000007264,MATK,megakaryocyte-associated tyrosine kinase [Source:HGNC Symbol;Acc:HGNC:6906],0.583780179572445,0.1783699530842543,0.201115670374593,-0.4771631663061717,0.0,0.64,0.6809999999999999,8.6
19,41688269,ENSG00000007306,CEACAM7,carcinoembryonic antigen related cell adhesion molecule 7 [Source:HGNC Symbol;Acc:HGNC:1819],0.2661772252095851,-0.6993177171711755,-0.0270827379748116,0.5139265339424388,0.594,0.494,0.4,5.06
17,63932330,ENSG00000007312,CD79B,CD79b molecule [Source:HGNC Symbol;Acc:HGNC:1699],-0.3512032485606604,-0.8964004917346743,-0.7240019788912676,-0.0492554843597406,0.613,0.57,0.638,8.77
17,63961475,ENSG00000007314,SCN4A,sodium voltage-gated channel alpha subunit 4 [Source:HGNC Symbol;Acc:HGNC:10591],-0.3347341509782559,1.926527096690395,0.283978522634427,0.7144795415598492,0.7140000000000001,0.575,0.569,4.38
1,112619124,ENSG00000007341,ST7L,suppression of tumorigenicity 7 like [Source:HGNC Symbol;Acc:HGNC:18441],0.5219101309878301,0.3461503635044257,0.7972516335706622,0.7738927206714142,0.607,0.439,0.442,8.77
X,154295794,ENSG00000007350,TKTL1,transketolase like 1 [Source:HGNC Symbol;Acc:HGNC:11835],0.2248519094167777,0.396743133902189,0.3617128820439284,0.1063673044814452,0.635,0.529,0.405,7.32
11,31811120,ENSG00000007372,PAX6,paired box 6 [Source:HGNC Symbol;Acc:HGNC:8620],-0.6721141000538621,0.084552060178011,0.056234996264544,-0.7857494173088079,0.6890000000000001,0.473,0.301,6.38
16,788339,ENSG00000007376,RPUSD1,RNA pseudouridylate synthase domain containing 1 [Source:HGNC Symbol;Acc:HGNC:14173],0.383465353931043,-0.4783360236660539,-1.143355334507765,0.3017491098331415,0.705,0.6609999999999999,0.66,5.37
16,72628,ENSG00000007384,RHBDF1,rhomboid 5 homolog 1 [Source:HGNC Symbol;Acc:HGNC:20561],0.0470652001315278,0.8869960789647116,-0.0607232622969103,-0.3253637781542358,0.825,0.628,0.534,6.67
16,229415,ENSG00000007392,LUC7L,LUC7 like [Source:HGNC Symbol;Acc:HGNC:6723],-0.1063419154747927,-0.2484431824347553,0.4436627217901504,-0.4286074774503956,0.7120000000000001,0.545,0.424,9.07
3,50503633,ENSG00000007402,CACNA2D2,calcium voltage-gated channel auxiliary subunit alpha2delta 2 [Source:HGNC Symbol;Acc:HGNC:1400],-4.437445877045682,1.2861541306274302,0.9604658094700096,0.628059665646901,0.0,0.586,0.55,11.4
16,1333644,ENSG00000007516,BAIAP3,BAI1 associated protein 3 [Source:HGNC Symbol;Acc:HGNC:948],0.1134874674935572,1.3279333930741684,-0.1104437445224507,0.291330362026114,0.684,0.64,0.63,9.64
16,1351871,ENSG00000007520,TSR3,"TSR3, acp transferase ribosome maturation factor [Source:HGNC Symbol;Acc:HGNC:14175]",-0.1292262312911589,-0.4797933588380909,-0.9284122839082845,-0.5046011530712283,0.785,0.6809999999999999,0.563,6.45
16,569980,ENSG00000007541,PIGQ,phosphatidylinositol glycan anchor biosynthesis class Q [Source:HGNC Symbol;Acc:HGNC:14135],-0.258388486280743,0.730920044154151,-0.0731973388730271,-0.0607866936014922,0.83,0.654,0.665,3.96
16,1612386,ENSG00000007545,CRAMP1,cramped chromatin regulator homolog 1 [Source:HGNC Symbol;Acc:HGNC:14122],-0.1840396773285837,1.4243922234486657,0.6070531849316074,0.9937318674455232,0.818,0.627,0.51,5.28
6,35497073,ENSG00000007866,TEAD3,TEA domain transcription factor 3 [Source:HGNC Symbol;Acc:HGNC:11716],0.3386357257878936,-0.0329191776121438,0.1761640315271595,0.4998711483170505,0.759,0.596,0.5760000000000001,9.28
1,169734078,ENSG00000007908,SELE,selectin E [Source:HGNC Symbol;Acc:HGNC:10718],0.0337757618127828,0.4292040106926503,-0.2375448878608693,0.632351788680262,0.436,0.5,0.346,6.6
1,6701805,ENSG00000007923,DNAJC11,DnaJ heat shock protein family (Hsp40) member C11 [Source:HGNC Symbol;Acc:HGNC:25570],-0.0373259831105659,0.3067232850942206,0.6521613068394129,0.5203091099572629,0.7340000000000001,0.53,0.578,9.63
1,171090904,ENSG00000007933,FMO3,flavin containing monooxygenase 3 [Source:HGNC Symbol;Acc:HGNC:3771],-0.1119840902305165,0.2457735316771166,0.2561935434394723,-0.1772024738885476,0.423,0.4629999999999999,0.302,5.04
6,16129085,ENSG00000007944,MYLIP,myosin regulatory light chain interacting protein [Source:HGNC Symbol;Acc:HGNC:21155],0.2537533404509026,0.0033006305941768,0.0754949580508917,-0.7147647425104648,0.763,0.516,0.3229999999999999,5.27
X,100874299,ENSG00000007952,NOX1,NADPH oxidase 1 [Source:HGNC Symbol;Acc:HGNC:7889],0.2783564089133478,0.3213402325586342,0.3129927450678979,0.0798231561293468,0.481,0.4679999999999999,0.35,7.74
1,23531213,ENSG00000007968,E2F2,E2F transcription factor 2 [Source:HGNC Symbol;Acc:HGNC:3114],0.73049985219641,-0.0214312329114963,0.1574502054361785,0.9368732538575242,0.738,0.626,0.536,5.37
6,170553298,ENSG00000008018,PSMB1,proteasome subunit beta 1 [Source:HGNC Symbol;Acc:HGNC:9537],-0.1777037810886849,-0.8325084782697042,0.105495432051607,-0.8327246184247705,0.636,0.477,0.379,8.37
X,47619856,ENSG00000008056,SYN1,synapsin I [Source:HGNC Symbol;Acc:HGNC:11494],0.3049129828989692,0.6260488665190551,0.5005387523015619,0.2965667251904508,0.7440000000000001,0.647,0.534,6.18
6,15246070,ENSG00000008083,JARID2,jumonji and AT-rich interaction domain containing 2 [Source:HGNC Symbol;Acc:HGNC:6196],0.383465353931043,1.4001841183420756,1.2475624212693437,0.6012236010360396,0.369,0.561,0.3979999999999999,4.84
X,18425607,ENSG00000008086,CDKL5,cyclin dependent kinase like 5 [Source:HGNC Symbol;Acc:HGNC:11411],0.4754730447531075,1.1397396790196035,1.1391316376626546,-0.9302288544495272,0.467,0.479,0.471,6.51
1,209583716,ENSG00000008118,CAMK1G,calcium/calmodulin dependent protein kinase IG [Source:HGNC Symbol;Acc:HGNC:14585],0.383465353931043,0.0912678151747403,0.2999140476358994,0.2801532000569364,0.506,0.537,0.536,7.76
1,1724333,ENSG00000008128,CDK11A,cyclin dependent kinase 11A [Source:HGNC Symbol;Acc:HGNC:1730],-0.3186923158982166,0.765702252598222,0.1445111526704403,-1.5381096617972416,0.6,0.569,0.654,8.15
1,1778448,ENSG00000008130,NADK,NAD kinase [Source:HGNC Symbol;Acc:HGNC:29831],0.2722968007654298,0.3852342734185038,0.2617394806827445,0.5725731014419788,0.507,0.609,0.526,7.39
6,50818893,ENSG00000008196,TFAP2B,transcription factor AP-2 beta [Source:HGNC Symbol;Acc:HGNC:11743],0.1553371274923761,0.0484912613243234,0.2260403463761513,1.0382985192002925,0.456,0.584,0.452,5.1
6,50713828,ENSG00000008197,TFAP2D,transcription factor AP-2 delta [Source:HGNC Symbol;Acc:HGNC:15581],0.3413646713607711,0.0235714807439771,0.6043490695337435,-0.7386902094615339,0.373,0.529,0.371,5.93
3,38039207,ENSG00000008226,DLEC1,deleted in lung and esophageal cancer 1 [Source:HGNC Symbol;Acc:HGNC:2899],-1.1579984592885395,1.8797319196306976,0.7318252139051705,-0.7070360940330174,0.667,0.5579999999999999,0.4320000000000001,6.8
7,6272609,ENSG00000008256,CYTH3,cytohesin 3 [Source:HGNC Symbol;Acc:HGNC:9504],0.0247547694010697,-0.148913369748484,0.8603730711004289,0.8939911601250345,0.8390000000000001,0.512,0.525,10.95
7,87934250,ENSG00000008277,ADAM22,ADAM metallopeptidase domain 22 [Source:HGNC Symbol;Acc:HGNC:201],-0.3186923158982166,0.9590298341340948,1.2308276356485663,-0.8955833231752548,0.747,0.4479999999999999,0.363,11.54
7,106112306,ENSG00000008282,SYPL1,synaptophysin like 1 [Source:HGNC Symbol;Acc:HGNC:11507],-0.6446870742063546,-0.7340448989076157,0.1646789646669112,0.4459782851968501,0.745,0.442,0.312,7.78
17,63446305,ENSG00000008283,CYB561,cytochrome b561 [Source:HGNC Symbol;Acc:HGNC:2571],-0.287805593370661,-0.4537979642466136,-0.6399908984580519,-0.3606777552678593,0.639,0.622,0.63,6.33
17,51120864,ENSG00000008294,SPAG9,sperm associated antigen 9 [Source:HGNC Symbol;Acc:HGNC:14524],0.2873359190178577,1.475693542886165,1.0044790594842563,1.0234278015291272,0.804,0.4579999999999999,0.3670000000000001,7.63
3,48662885,ENSG00000008300,CELSR3,cadherin EGF LAG seven-pass G-type receptor 3 [Source:HGNC Symbol;Acc:HGNC:3230],0.4710733245690416,2.727758006491128,0.0327903484159163,0.5914675074221404,0.804,0.624,0.529,3.53
7,122144248,ENSG00000008311,AASS,aminoadipate-semialdehyde synthase [Source:HGNC Symbol;Acc:HGNC:17366],0.0109716268096762,0.9929227915563454,0.6549761891144763,-0.3904225499852405,0.479,0.442,0.32,8.35
12,6310681,ENSG00000008323,PLEKHG6,pleckstrin homology and RhoGEF domain containing G6 [Source:HGNC Symbol;Acc:HGNC:25562],0.3440816268002024,0.7801755819351898,0.0356415631075537,-0.2004562314759566,0.639,0.62,0.514,6.37
3,42590859,ENSG00000008324,SS18L2,SS18 like 2 [Source:HGNC Symbol;Acc:HGNC:15593],0.2813640902474791,-2.3859376292408965,-0.0386415448989287,0.0610376865803076,0.6920000000000001,0.509,0.355,13.16
19,4343561,ENSG00000008382,MPND,MPN domain containing [Source:HGNC Symbol;Acc:HGNC:25934],-0.8311376857653645,0.1593904912626619,0.0438011887167634,-1.0289927917373256,0.0,0.667,0.5760000000000001,8.72
12,16347653,ENSG00000008394,MGST1,microsomal glutathione S-transferase 1 [Source:HGNC Symbol;Acc:HGNC:7061],0.0470652001315278,-1.4284670797684271,0.0639508345498426,-0.1893791943852966,0.476,0.419,0.296,6.49
12,107093548,ENSG00000008405,CRY1,cryptochrome circadian clock 1 [Source:HGNC Symbol;Acc:HGNC:2384],1.1698452530777876,0.3744038332644122,0.8313942483035982,0.0877767895464651,0.672,0.451,0.281,6.87
19,46023052,ENSG00000008438,PGLYRP1,peptidoglycan recognition protein 1 [Source:HGNC Symbol;Acc:HGNC:8904],-0.6862977049510212,-1.1084028551937934,-0.5961930985019038,-0.9302288544495272,0.773,0.624,0.541,5.13
