ENSID,chrom,fold_1,fold_2,fold_3,fold_4,fold_5,fold_6,fold_7,fold_8,fold_9,fold_10,fold_11,fold_12,fold_enformer,Gene name
ENSG00000012822,12,test,valid,train,train,train,train,train,train,train,train,train,train,train,CALCOCO1
ENSG00000012963,14,train,train,test,valid,train,train,train,train,train,train,train,train,test,UBR7
ENSG00000012983,14,train,train,test,valid,train,train,train,train,train,train,train,train,test,MAP4K5
ENSG00000013016,2,test,valid,train,train,train,train,train,train,train,train,train,valid,train,EHD3
ENSG00000013275,19,train,train,train,train,train,train,train,test,valid,train,train,train,test,PSMC4
ENSG00000013288,4,train,train,test,valid,train,train,train,train,train,train,train,train,train,MAN2B2
ENSG00000013293,3,train,test,valid,train,train,train,train,train,train,train,valid,train,train,SLC7A14
ENSG00000013297,3,train,test,valid,train,train,train,train,train,train,train,valid,train,train,CLDN11
ENSG00000013306,17,train,train,train,train,train,test,valid,train,train,train,train,train,train,SLC25A39
ENSG00000013364,16,train,train,train,train,test,valid,train,train,train,train,train,train,train,MVP
ENSG00000013374,7,train,train,train,train,train,test,valid,train,train,train,train,train,train,NUB1
ENSG00000013375,6,train,train,train,train,test,valid,train,train,train,train,train,train,train,PGM3
ENSG00000013392,6,train,train,train,train,test,valid,train,train,train,train,train,train,train,RWDD2A
ENSG00000013441,2,test,valid,train,train,train,train,train,train,train,train,train,valid,valid,CLK1
ENSG00000013503,12,test,valid,train,train,train,train,train,train,train,train,train,train,train,POLR3B
ENSG00000013523,14,train,train,test,valid,train,train,train,train,train,train,train,train,test,ANGEL1
ENSG00000013561,5,train,train,train,test,valid,train,train,train,train,train,train,train,train,RNF14
ENSG00000013563,X,train,train,train,train,train,train,train,train,train,train,test,train,valid,DNASE1L1
ENSG00000013573,12,test,valid,train,train,train,train,train,train,train,train,train,train,train,DDX11
ENSG00000013583,12,test,valid,train,train,train,train,train,train,train,train,train,train,train,HEBP1
ENSG00000013588,12,test,valid,train,train,train,train,train,train,train,train,train,train,train,GPRC5A
ENSG00000013619,X,train,train,train,train,train,train,train,train,train,train,test,train,valid,MAMLD1
ENSG00000013725,11,valid,train,train,train,train,train,train,train,train,test,train,train,train,CD6
ENSG00000013810,4,train,train,test,valid,train,train,train,train,train,train,train,train,train,TACC3
ENSG00000014123,6,train,train,train,train,test,valid,train,train,train,train,train,train,train,UFL1
ENSG00000014138,11,valid,train,train,train,train,train,train,train,train,test,train,train,train,POLA2
ENSG00000014164,8,train,train,train,train,train,train,test,valid,train,train,train,train,train,ZC3H3
ENSG00000014216,11,valid,train,train,train,train,train,train,train,train,test,train,train,train,CAPN1
ENSG00000014257,3,train,test,valid,train,train,train,train,train,train,train,valid,train,train,ACPP
ENSG00000014641,2,test,valid,train,train,train,train,train,train,train,train,train,valid,train,MDH1
ENSG00000014824,4,train,train,test,valid,train,train,train,train,train,train,train,train,train,SLC30A9
ENSG00000014914,1,valid,train,train,train,train,train,train,train,train,train,train,test,train,MTMR11
ENSG00000014919,10,train,train,train,train,train,train,train,train,test,valid,train,train,train,COX15
ENSG00000015133,14,train,train,test,valid,train,train,train,train,train,train,train,train,test,CCDC88C
ENSG00000015153,12,test,valid,train,train,train,train,train,train,train,train,train,train,train,YAF2
ENSG00000015171,10,train,train,train,train,train,train,train,train,test,valid,train,train,train,ZMYND11
ENSG00000015285,X,train,train,train,train,train,train,train,train,train,train,test,train,test,WAS
ENSG00000015413,16,train,train,train,train,test,valid,train,train,train,train,train,train,train,DPEP1
ENSG00000015475,22,train,train,train,train,train,train,train,train,train,train,test,valid,train,BID
ENSG00000015479,5,train,train,train,test,valid,train,train,train,train,train,train,train,train,MATR3
ENSG00000015520,7,train,train,train,train,train,test,valid,train,train,train,train,train,train,NPC1L1
ENSG00000015532,17,train,train,train,train,train,test,valid,train,train,train,train,train,train,XYLT2
ENSG00000015568,2,test,valid,train,train,train,train,train,train,train,train,train,valid,train,RGPD5
ENSG00000015592,8,train,train,train,train,train,train,test,valid,train,train,train,train,train,STMN4
ENSG00000015676,7,train,train,train,train,train,test,valid,train,train,train,train,train,train,NUDCD3
ENSG00000016082,5,train,train,train,test,valid,train,train,train,train,train,train,train,train,ISL1
ENSG00000016391,3,train,test,valid,train,train,train,train,train,train,train,valid,train,train,CHDH
ENSG00000016402,6,train,train,train,train,test,valid,train,train,train,train,train,train,train,IL20RA
ENSG00000016490,1,valid,train,train,train,train,train,train,train,train,train,train,test,train,CLCA1
ENSG00000016602,1,valid,train,train,train,train,train,train,train,train,train,train,test,train,CLCA4
ENSG00000016864,3,train,test,valid,train,train,train,train,train,train,train,valid,train,train,GLT8D1
ENSG00000017260,3,train,test,valid,train,train,train,train,train,train,train,valid,train,train,ATP2C1
ENSG00000017427,12,test,valid,train,train,train,train,train,train,train,train,train,train,train,IGF1
ENSG00000017483,X,train,train,train,train,train,train,train,train,train,train,test,train,test,SLC38A5
ENSG00000017797,18,train,train,train,train,train,train,test,valid,train,train,train,train,train,RALBP1
ENSG00000018189,4,train,train,test,valid,train,train,train,train,train,train,train,train,train,RUFY3
ENSG00000018236,12,test,valid,train,train,train,train,train,train,train,train,train,train,train,CNTN1
ENSG00000018280,2,test,valid,train,train,train,train,train,train,train,train,train,valid,valid,SLC11A1
ENSG00000018408,3,train,test,valid,train,train,train,train,train,train,train,valid,train,train,WWTR1
ENSG00000018510,2,test,valid,train,train,train,train,train,train,train,train,train,valid,train,AGPS
ENSG00000018610,X,train,train,train,train,train,train,train,train,train,train,test,train,test,CXorf56
ENSG00000018625,1,valid,train,train,train,train,train,train,train,train,train,train,test,train,ATP1A2
ENSG00000018699,2,test,valid,train,train,train,train,train,train,train,train,train,valid,train,TTC27
ENSG00000018869,19,train,train,train,train,train,train,train,test,valid,train,train,train,test,ZNF582
ENSG00000019102,11,valid,train,train,train,train,train,train,train,train,test,train,train,train,VSIG2
ENSG00000019144,11,valid,train,train,train,train,train,train,train,train,test,train,train,train,PHLDB1
ENSG00000019169,2,test,valid,train,train,train,train,train,train,train,train,train,valid,train,MARCO
ENSG00000019186,20,train,train,train,train,train,train,train,train,test,valid,train,train,valid,CYP24A1
ENSG00000019485,11,valid,train,train,train,train,train,train,train,train,test,train,train,train,PRDM11
ENSG00000019505,11,valid,train,train,train,train,train,train,train,train,test,train,train,test,SYT13
ENSG00000019549,8,train,train,train,train,train,train,test,valid,train,train,train,train,train,SNAI2
ENSG00000019582,5,train,train,train,test,valid,train,train,train,train,train,train,train,train,CD74
ENSG00000019991,7,train,train,train,train,train,test,valid,train,train,train,train,train,train,HGF
ENSG00000019995,10,train,train,train,train,train,train,train,train,test,valid,train,train,train,ZRANB1
ENSG00000020129,1,valid,train,train,train,train,train,train,train,train,train,train,test,train,NCDN
ENSG00000020181,8,train,train,train,train,train,train,test,valid,train,train,train,train,train,ADGRA2
ENSG00000020256,20,train,train,train,train,train,train,train,train,test,valid,train,train,valid,ZFP64
ENSG00000020426,14,train,train,test,valid,train,train,train,train,train,train,train,train,test,MNAT1
ENSG00000020577,14,train,train,test,valid,train,train,train,train,train,train,train,train,test,SAMD4A
ENSG00000020633,1,valid,train,train,train,train,train,train,train,train,train,train,test,train,RUNX3
ENSG00000020922,11,valid,train,train,train,train,train,train,train,train,test,train,train,train,MRE11
ENSG00000021300,11,valid,train,train,train,train,train,train,train,train,test,train,train,train,PLEKHB1
ENSG00000021355,6,train,train,train,train,test,valid,train,train,train,train,train,train,train,SERPINB1
ENSG00000021461,7,train,train,train,train,train,test,valid,train,train,train,train,train,train,CYP3A43
ENSG00000021488,19,train,train,train,train,train,train,train,test,valid,train,train,train,test,SLC7A9
ENSG00000021574,2,test,valid,train,train,train,train,train,train,train,train,train,valid,train,SPAST
ENSG00000021645,14,train,train,test,valid,train,train,train,train,train,train,train,train,test,NRXN3
ENSG00000021762,11,valid,train,train,train,train,train,train,train,train,test,train,train,train,OSBPL5
ENSG00000021776,15,train,train,train,test,valid,train,train,train,train,train,train,train,train,AQR
ENSG00000021826,2,test,valid,train,train,train,train,train,train,train,train,train,valid,valid,CPS1
ENSG00000021852,1,valid,train,train,train,train,train,train,train,train,train,train,test,train,C8B
ENSG00000022267,X,train,train,train,train,train,train,train,train,train,train,test,train,test,FHL1
ENSG00000022277,20,train,train,train,train,train,train,train,train,test,valid,train,train,valid,RTFDC1
ENSG00000022355,5,train,train,train,test,valid,train,train,train,train,train,train,train,train,GABRA1
ENSG00000022556,19,train,train,train,train,train,train,train,test,valid,train,train,train,test,NLRP2
ENSG00000022567,8,train,train,train,train,train,train,test,valid,train,train,train,train,train,SLC45A4
ENSG00000022840,12,test,valid,train,train,train,train,train,train,train,train,train,train,train,RNF10
ENSG00000022976,14,train,train,test,valid,train,train,train,train,train,train,train,train,test,ZNF839
ENSG00000023041,10,train,train,train,train,train,train,train,train,test,valid,train,train,train,ZDHHC6
ENSG00000023171,11,valid,train,train,train,train,train,train,train,train,test,train,train,train,GRAMD1B
ENSG00000023191,11,valid,train,train,train,train,train,train,train,train,test,train,train,train,RNH1
ENSG00000023228,2,test,valid,train,train,train,train,train,train,train,train,train,valid,valid,NDUFS1
ENSG00000023287,8,train,train,train,train,train,train,test,valid,train,train,train,train,train,RB1CC1
ENSG00000023318,9,train,train,train,train,train,train,train,test,valid,train,train,train,train,ERP44
ENSG00000023330,3,train,test,valid,train,train,train,train,train,train,train,valid,train,train,ALAS1
ENSG00000023445,11,valid,train,train,train,train,train,train,train,train,test,train,train,train,BIRC3
ENSG00000023516,13,train,test,valid,train,train,train,train,train,train,train,train,train,train,AKAP11
ENSG00000023572,1,valid,train,train,train,train,train,train,train,train,train,train,test,train,GLRX2
ENSG00000023608,14,train,train,test,valid,train,train,train,train,train,train,train,train,test,SNAPC1
ENSG00000023697,12,test,valid,train,train,train,train,train,train,train,train,train,train,train,DERA
ENSG00000023734,12,test,valid,train,train,train,train,train,train,train,train,train,train,train,STRAP
ENSG00000023839,10,train,train,train,train,train,train,train,train,test,valid,train,train,train,ABCC2
ENSG00000023892,6,train,train,train,train,test,valid,train,train,train,train,train,train,train,DEF6
ENSG00000023902,1,valid,train,train,train,train,train,train,train,train,train,train,test,train,PLEKHO1
ENSG00000023909,1,valid,train,train,train,train,train,train,train,train,train,train,test,train,GCLM
ENSG00000024048,6,train,train,train,train,test,valid,train,train,train,train,train,train,train,UBR2
ENSG00000024422,19,train,train,train,train,train,train,train,test,valid,train,train,train,test,EHD2
ENSG00000024526,1,valid,train,train,train,train,train,train,train,train,train,train,test,train,DEPDC1
ENSG00000024862,6,train,train,train,train,test,valid,train,train,train,train,train,train,train,CCDC28A
ENSG00000025039,6,train,train,train,train,test,valid,train,train,train,train,train,train,train,RRAGD
ENSG00000025156,6,train,train,train,train,test,valid,train,train,train,train,train,train,train,HSF2
ENSG00000025293,20,train,train,train,train,train,train,train,train,test,valid,train,train,valid,PHF20
ENSG00000025423,12,test,valid,train,train,train,train,train,train,train,train,train,train,train,HSD17B6
ENSG00000025434,11,valid,train,train,train,train,train,train,train,train,test,train,train,test,NR1H3
ENSG00000025708,22,train,train,train,train,train,train,train,train,train,train,test,valid,train,TYMP
ENSG00000025770,22,train,train,train,train,train,train,train,train,train,train,test,valid,train,NCAPH2
ENSG00000025772,20,train,train,train,train,train,train,train,train,test,valid,train,train,valid,TOMM34
